plot,treeposition,spp,inventary_date,inventary_month,status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,HCOPA,NS,LO,OBS
19,9,Dalbergia nigra,jun/18,83 meses,A,32.5,,,,,32.5,10.35,,,,,10.5,4,7.5,7.5,
19,10,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,2.5,1.5,3.5,3.5,
19,11,Anadenanthera peregrina,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,6.5,4,4.5,7,
19,12,Cariniana estrelensis,jun/18,83 meses,A,18,,,,,18,5.73,,,,,5,2.5,3,6.5,
19,13,Parkia pendula,jun/18,83 meses,A,23,,,,,23,7.32,,,,,6,5,2,2.5,
19,14,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,2.5,2,4,3.5,
19,15,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,3,,2,2,
19,16,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,5.5,5,3.5,3.5,
19,17,Cariniana legalis,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,4,1.5,5,4.5,
19,18,Mimosa artemisiana,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,10,7.5,10,10,
19,19,Lecythis pisonis,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,3.5,0.5,5,5,
19,20,Centrolobium microchaete,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,9,7.5,2,3,
19,21,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,22,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,23,Eucalyptus spp.,jun/18,83 meses,A,32,,,,,32,10.19,,,,,15,14,1,1,
19,24,Eucalyptus spp.,jun/18,83 meses,A,73.5,,,,,73.5,23.4,,,,,22.5,21,6.5,6,
19,25,Eucalyptus spp.,jun/18,83 meses,A,56,32.5,,,,88.5,17.83,10.35,,,,21,19,3.5,3,
19,26,Eucalyptus spp.,jun/18,83 meses,A,97.5,,,,,97.5,31.04,,,,,23,15,6.5,6.5,
19,27,Eucalyptus spp.,jun/18,83 meses,A,83.5,,,,,83.5,26.58,,,,,22,19.5,3.5,7,
19,28,Eucalyptus spp.,jun/18,83 meses,A,55,,,,,55,17.51,,,,,18,10,5,5,
19,29,Eucalyptus spp.,jun/18,83 meses,A,95.5,,,,,95.5,30.4,,,,,23,19.5,6.5,5.5,
19,30,Eucalyptus spp.,jun/18,83 meses,A,77.5,,,,,77.5,24.67,,,,,19.5,17,3.5,5.5,
19,31,Eucalyptus spp.,jun/18,83 meses,A,62,,,,,62,19.74,,,,,19,18,2.5,2.5,
19,32,Eucalyptus spp.,jun/18,83 meses,A,59,,,,,59,18.78,,,,,19,17.5,4,4,
19,33,Eucalyptus spp.,jun/18,83 meses,A,79.5,,,,,79.5,25.31,,,,,21,19,4.5,4.5,
19,34,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,35,Eucalyptus spp.,jun/18,83 meses,A,74.5,,,,,74.5,23.71,,,,,21.5,19,4,3,
19,36,Eucalyptus spp.,jun/18,83 meses,A,45,,,,,45,14.32,,,,,16,13,4,4,
19,37,Eucalyptus spp.,jun/18,83 meses,A,45,,,,,45,14.32,,,,,18,15.5,2.5,4,
19,38,Eucalyptus spp.,jun/18,83 meses,A,58.5,,,,,58.5,18.62,,,,,19.5,16,6.5,5,
19,39,Eucalyptus spp.,jun/18,83 meses,A,49.5,,,,,49.5,15.76,,,,,17,15,4,6.5,
19,40,Eucalyptus spp.,jun/18,83 meses,A,54,,,,,54,17.19,,,,,17,15,5,5,
19,41,Byrsonima sericea,jun/18,83 meses,A,16.5,18.5,,,,35,5.25,5.89,,,,6,2,5.5,4.5,
19,42,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,5,1.5,2,3,
19,43,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,1.7,1.5,0.7,0.7,
19,44,Handroanthus impetiginosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,45,Cecropia hololeuca,jun/18,83 meses,A,67,,,,,67,21.33,,,,,13,11,11,5.5,
19,46,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,2.8,2,4.5,5,
19,47,Cordia myxa,jun/18,83 meses,A,,,,,,,,,,,,2,1.5,0.5,0.5,R
19,48,Dalbergia nigra,jun/18,83 meses,A,35,,,,,35,11.14,,,,,10,8,6.5,6.5,
19,49,Himatanthus articulatus,jun/18,83 meses,A,26,,,,,26,8.28,,,,,7,3,5.5,4.5,
19,50,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,6,2,4.5,4,
19,51,Anadenanthera peregrina,jun/18,83 meses,A,34,,,,,34,10.82,,,,,7.5,4,7,6.5,
19,52,Cariniana estrelensis,jun/18,83 meses,A,17,,,,,17,5.41,,,,,4.5,1.5,3.5,3.5,
19,53,Parkia pendula,jun/18,83 meses,A,18,,,,,18,5.73,,,,,6,4,3,3,
19,54,Pterocarpus rohrii,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,6,2.5,9,8.5,
19,55,Peltophorum dubium,jun/18,83 meses,A,15,,,,,15,4.77,,,,,8,7.5,2,2,
19,56,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,4,,1,1,
19,57,Cariniana legalis,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,5.5,2.5,5.5,5.5,
19,58,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,59,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,3.5,1,2.5,2.5,
19,60,Centrolobium microchaete,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,4.5,4,0.5,0.5,
19,61,Eucalyptus spp.,jun/18,83 meses,A,34,,,,,34,10.82,,,,,18,17.5,1,2,
19,62,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,63,Eucalyptus spp.,jun/18,83 meses,A,69,,,,,69,21.96,,,,,23,20.5,8,6,
19,64,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,65,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,66,Eucalyptus spp.,jun/18,83 meses,A,101.5,,,,,11.5,32.31,,,,,23,17,9.5,9,
19,67,Eucalyptus spp.,jun/18,83 meses,A,82.5,,,,,82.5,26.26,,,,,22.5,18,5,5,
19,68,Eucalyptus spp.,jun/18,83 meses,A,80,,,,,8,25.46,,,,,22.5,20,4,4,
19,69,Eucalyptus spp.,jun/18,83 meses,A,80.5,,,,,8.5,25.62,,,,,20,17,5,7,
19,70,Eucalyptus spp.,jun/18,83 meses,A,89.5,,,,,89.5,28.49,,,,,20.5,18,6,6,
19,71,Eucalyptus spp.,jun/18,83 meses,A,62,,,,,62,19.74,,,,,18,17,2.5,2.5,
19,72,Eucalyptus spp.,jun/18,83 meses,A,55.5,,,,,55.5,17.67,,,,,19,18,3.5,3,
19,73,Eucalyptus spp.,jun/18,83 meses,A,55.5,,,,,55.5,17.67,,,,,20,18,3,3,
19,74,Eucalyptus spp.,jun/18,83 meses,A,58.5,,,,,58.5,18.62,,,,,20,18.5,3,3,
19,75,Eucalyptus spp.,jun/18,83 meses,A,73,,,,,73,23.24,,,,,23,21,6,4,
19,76,Eucalyptus spp.,jun/18,83 meses,A,40.5,,,,,4.5,12.89,,,,,17,14.5,2.5,4,
19,77,Eucalyptus spp.,jun/18,83 meses,A,41.5,46.5,,,,88,13.21,14.8,,,,18,15.5,4,7.5,
19,78,Eucalyptus spp.,jun/18,83 meses,A,56.5,,,,,56.5,17.98,,,,,18,13,5,5,
19,79,Eucalyptus spp.,jun/18,83 meses,A,66,,,,,66,21.01,,,,,19,13,5.5,7,
19,80,Eucalyptus spp.,jun/18,83 meses,A,63,,,,,63,20.05,,,,,12,11,5,5,
19,81,Dalbergia nigra,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,5.5,4,2.5,2.5,
19,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,83,Caesalpinia echinata,jun/18,83 meses,B,,,,,,,,,,,,0.7,0.2,1,1,
19,84,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,85,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,86,Cecropia hololeuca,jun/18,83 meses,A,41,,,,,41,13.05,,,,,12.5,9,9,7,
19,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,4,2,3.5,5,
19,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2.5,1.5,1,3,
19,89,Dalbergia nigra,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,5.5,2,4.5,4,
19,90,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,6,1.5,5,7.5,
19,91,Anadenanthera peregrina,jun/18,83 meses,A,34,,,,,34,10.82,,,,,7.5,5,5.5,6.5,
19,92,Cariniana estrelensis,jun/18,83 meses,A,21,,,,,21,6.68,,,,,6,2,3.5,3.5,
19,93,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,94,Pterocarpus rohrii,jun/18,83 meses,A,26,27,,,,53,8.28,8.59,,,,8,5.5,12,10,
19,95,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,4.5,,2,2,
19,96,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,1.5,1,1,0.5,R
19,97,Cariniana legalis,jun/18,83 meses,A,31.5,,,,,31.5,10.03,,,,,6.5,2.5,5.5,5.5,
19,98,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,99,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.8,2,3.5,3.5,
19,100,Centrolobium microchaete,jun/18,83 meses,A,25,,,,,25,7.96,,,,,10.5,8,4,3.5,
19,101,Eucalyptus spp.,jun/18,83 meses,A,39,,,,,39,12.41,,,,,18,16,3,2.5,
19,102,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,103,Eucalyptus spp.,jun/18,83 meses,A,45.5,,,,,45.5,14.48,,,,,12,11,1,1,
19,104,Eucalyptus spp.,jun/18,83 meses,A,70.5,,,,,7.5,22.44,,,,,21,19,6.5,6,
19,105,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,106,Eucalyptus spp.,jun/18,83 meses,A,90.5,,,,,9.5,28.81,,,,,24,21,7,6.5,
19,107,Eucalyptus spp.,jun/18,83 meses,A,83,,,,,83,26.42,,,,,23,19,4,4,
19,108,Eucalyptus spp.,jun/18,83 meses,A,42,,,,,42,13.37,,,,,22,20,3.5,3.5,
19,109,Eucalyptus spp.,jun/18,83 meses,A,86,,,,,86,27.37,,,,,21,19,4,3.5,
19,110,Eucalyptus spp.,jun/18,83 meses,A,70,,,,,7,22.28,,,,,22,20,3.5,3,
19,111,Eucalyptus spp.,jun/18,83 meses,A,71.5,,,,,71.5,22.76,,,,,20,19,4,3.5,
19,112,Eucalyptus spp.,jun/18,83 meses,A,68.5,,,,,68.5,21.8,,,,,20,19,2.5,2.5,
19,113,Eucalyptus spp.,jun/18,83 meses,A,62,,,,,62,19.74,,,,,21,20,3,3,
19,114,Eucalyptus spp.,jun/18,83 meses,A,58,,,,,58,18.46,,,,,20,19,2.5,2.5,
19,115,Eucalyptus spp.,jun/18,83 meses,A,86.5,,,,,86.5,27.53,,,,,22,20,4,4,
19,116,Eucalyptus spp.,jun/18,83 meses,A,46,,,,,46,14.64,,,,,17,14,3,3,
19,117,Eucalyptus spp.,jun/18,83 meses,A,56,,,,,56,17.83,,,,,17.5,14.5,4,4,
19,118,Eucalyptus spp.,jun/18,83 meses,A,50.5,,,,,5.5,16.07,,,,,17.5,14.5,4,3.8,
19,119,Eucalyptus spp.,jun/18,83 meses,A,44,,,,,44,14.01,,,,,19,16,3,3,
19,120,Eucalyptus spp.,jun/18,83 meses,A,54.5,,,,,54.5,17.35,,,,,22,20,5,5,
19,121,Byrsonima sericea,jun/18,83 meses,A,18,16.5,,,,34.5,5.73,5.25,,,,6,4,7,5.5,
19,122,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,4,3.5,4,3.5,
19,123,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,6,0.2,0.2,0.2,
19,124,Handroanthus impetiginosus,jun/18,83 meses,A,,,,,,,,,,,,4,3.8,1,0.5,
19,125,Cecropia hololeuca,jun/18,83 meses,A,67,,,,,67,21.33,,,,,14,12.5,7.5,3.5,
19,126,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,127,Cordia myxa,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,128,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,4,2.5,3,3,
19,129,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
19,130,Caesalpinia echinata,jun/18,83 meses,A,18,,,,,18,5.73,,,,,6.2,2.5,4.5,5,
20,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,5,3,2,2,
20,2,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,3,Caesalpinia echinata,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,7,3,4.5,6.5,
20,4,Cordia superba,jun/18,83 meses,A,30,,,,,3,9.55,,,,,6.5,6,3,6.5,
20,5,Paratecoma peroba,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,6.5,3.5,4.5,4,
20,6,Cecropia hololeuca,jun/18,83 meses,A,43,,,,,43,13.69,,,,,10.5,9,4,6.5,
20,7,Hymenaea courbaril,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,8,2,7,5,
20,8,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2.5,1,0.5,0.5,
20,9,Dalbergia nigra,jun/18,83 meses,A,25,25,,,,5,7.96,7.96,,,,9,3,7,10,
20,10,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,3.2,1,3.5,3.5,
20,11,Joannesia princeps,jun/18,83 meses,A,68,,,,,68,21.65,,,,,13,10.5,6,6,
20,12,Sparattosperma leucanthum,jun/18,83 meses,A,56.5,,,,,56.5,17.98,,,,,12,10,6,7,
20,13,Senna macranthera,jun/18,83 meses,A,41,33,,,,74,13.05,10.5,,,,11.5,10,6.5,6,
20,14,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,3.8,1.8,4.5,4,
20,15,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,16,Spondias venulosa,jun/18,83 meses,A,62.5,,,,,62.5,19.89,,,,,10.5,3,8,6.5,
20,17,Inga edulis,jun/18,83 meses,A,50,,,,,5,15.92,,,,,13,11.5,5.5,5.5,
20,18,Citharexylum myrianthum,jun/18,83 meses,B,,,,,,,,,,,,3.2,3,2,2,
20,19,Tapirira guianensis,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,11,10,5.5,5.5,
20,20,Annona neosericea,jun/18,83 meses,A,20,,,,,2,6.37,,,,,9.5,8,4,3,
20,21,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,22,Lecythis pisonis,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,4.2,0.8,5,5,
20,23,Mimosa artemisiana,jun/18,83 meses,A,79.5,,,,,79.5,25.31,,,,,14,11.5,10,11,
20,24,Cariniana legalis,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,6,2.5,7,7,
20,25,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,26,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,5.5,5.3,3.5,3,
20,27,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,2.8,2.5,5,6.5,
20,28,Parkia pendula,jun/18,83 meses,A,29,,,,,29,9.23,,,,,8.5,6,4,4.5,
20,29,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,3.8,2,3,3,
20,30,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,4.5,2.5,4,4.5,
20,31,Joannesia princeps,jun/18,83 meses,A,41,,,,,41,13.05,,,,,10.5,7,6.5,6.5,R/C
20,32,Sparattosperma leucanthum,jun/18,83 meses,A,57,,,,,57,18.14,,,,,13,11.5,9,9,
20,33,Senna macranthera,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,34,Inga laurina,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,8,2.5,7,6.5,
20,35,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,36,Spondias venulosa,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,37,Inga edulis,jun/18,83 meses,A,59,44.5,,,,13.5,18.78,14.16,,,,13,6,14,9,C
20,38,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,39,Tapirira guianensis,jun/18,83 meses,A,27.5,37.5,,,,65,8.75,11.94,,,,10.5,8,10.5,8,
20,40,Annona neosericea,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,6.5,2.5,4,5,
20,41,Byrsonima sericea,jun/18,83 meses,A,28.5,17,19.5,,,65,9.07,5.41,6.21,,,8.5,3.5,6,6,C
20,42,Caesalpinia echinata,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,4.2,0.5,3.5,7,
20,43,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,1,0.2,0.3,0.3,
20,44,Handroanthus impetiginosus,jun/18,83 meses,A,24.5,,,,,24.5,7.8,,,,,6.5,6,5,5,
20,45,Cecropia hololeuca,jun/18,83 meses,A,77.5,,,,,77.5,24.67,,,,,13.5,10.5,7,7,
20,46,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,0.6,0.2,0.2,0.2,
20,47,Cordia superba,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,9,6,4,3,
20,48,Dalbergia nigra,jun/18,83 meses,A,25,,,,,25,7.96,,,,,8,6,5,5,
20,49,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,50,Caesalpinia echinata,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,51,Joannesia princeps,jun/18,83 meses,A,64,,,,,64,20.37,,,,,13,9.5,7,7,
20,52,Sparattosperma leucanthum,jun/18,83 meses,A,32.5,59,,,,91.5,10.35,18.78,,,,12,10,6.5,9,
20,53,Senna macranthera,jun/18,83 meses,A,56.5,18,,,,74.5,17.98,5.73,,,,11.5,9,6.5,9,C
20,54,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,3.5,2,5.5,4.5,
20,55,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,56,Spondias venulosa,jun/18,83 meses,A,30,39,,,,69,9.55,12.41,,,,9,6,9,6.5,
20,57,Inga edulis,jun/18,83 meses,B,,,,,,,,,,,,,,,,R
20,58,Citharexylum myrianthum,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,7.5,,2,4,
20,59,Tapirira guianensis,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,11,8.5,8.5,6,
20,60,Annona neosericea,jun/18,83 meses,A,17,,,,,17,5.41,,,,,9,3,2,2.5,
20,61,Centrolobium microchaete,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,6,5.5,1.5,3.5,
20,62,Lecythis pisonis,jun/18,83 meses,A,19,,,,,19,6.05,,,,,7.5,2,4,4,
20,63,Mimosa artemisiana,jun/18,83 meses,A,60.5,,,,,6.5,19.26,,,,,11.5,8,9,8.5,
20,64,Cariniana legalis,jun/18,83 meses,A,30.5,,,,,3.5,9.71,,,,,6.5,2,5.5,5,
20,65,Enterolobium contortisiliquum,jun/18,83 meses,A,52,108,,,,16,16.55,34.38,,,,11,10,11,7.5,
20,66,Peltophorum dubium,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,6.5,6,6,2,
20,67,Pterocarpus rohrii,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,6,5.5,7,6.5,
20,68,Parkia pendula,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,8.5,7,3.5,2,
20,69,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,3,1,2,2,
20,70,Anadenanthera peregrina,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,5,2.5,7,7.5,
20,71,Joannesia princeps,jun/18,83 meses,A,74,,,,,74,23.55,,,,,12,9,9,7,
20,72,Sparattosperma leucanthum,jun/18,83 meses,B,,,,,,,,,,,,1.8,1.5,3.5,4,R
20,73,Senna macranthera,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,74,Inga laurina,jun/18,83 meses,A,28,,,,,28,8.91,,,,,7,3,5.5,7,
20,75,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,76,Spondias venulosa,jun/18,83 meses,A,41,,,,,41,13.05,,,,,8.2,7,8.5,5,
20,77,Inga edulis,jun/18,83 meses,B,,,,,,,,,,,,1.5,1.3,1,1.5,
20,78,Citharexylum myrianthum,jun/18,83 meses,A,19,,,,,19,6.05,,,,,5.5,,3,3,
20,79,Tapirira guianensis,jun/18,83 meses,A,37,,,,,37,11.78,,,,,12,8,5,5,
20,80,Annona neosericea,jun/18,83 meses,A,29,,,,,29,9.23,,,,,10,7,5,5,
20,81,Dalbergia nigra,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,8.5,6,6,5.5,
20,82,Himatanthus articulatus,jun/18,83 meses,A,,,,,,,,,,,,2.2,2,2,1.5,
20,83,Caesalpinia echinata,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,4,2,5,5.5,
20,84,Cordia myxa,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,85,Paratecoma peroba,jun/18,83 meses,A,32,,,,,32,10.19,,,,,7,5,7,6.5,
20,86,Cecropia hololeuca,jun/18,83 meses,A,77,,,,,77,24.51,,,,,11,10,7.5,7,
20,87,Hymenaea courbaril,jun/18,83 meses,A,17,,,,,17,5.41,,,,,5,2.5,5,5,
20,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2.5,0.5,1,1.5,
20,89,Dalbergia nigra,jun/18,83 meses,A,32,,,,,32,10.19,,,,,12,10,4,8,
20,90,Byrsonima sericea,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,6.5,2.5,5.5,6.5,
20,91,Joannesia princeps,jun/18,83 meses,A,63,,,,,63,20.05,,,,,12.5,10,12,9,
20,92,Sparattosperma leucanthum,jun/18,83 meses,A,34.5,31,,,,65.5,10.98,9.87,,,,12,10,6,6,
20,93,Senna macranthera,jun/18,83 meses,A,47,,,,,47,14.96,,,,,11,8.5,9.5,9,
20,94,Inga laurina,jun/18,83 meses,A,16.5,15.5,,,,32,5.25,4.93,,,,5,1.5,6,6,
20,95,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,96,Spondias venulosa,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,9,8,5,6.5,
20,97,Inga edulis,jun/18,83 meses,B,,,,,,,,,,,,1.5,1,1.5,1,T
20,98,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,3.5,,1,1,
20,99,Tapirira guianensis,jun/18,83 meses,A,35.5,,,,,35.5,11.3,,,,,11,8,10,8.5,
20,100,Annona neosericea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,101,Centrolobium microchaete,jun/18,83 meses,A,44.5,,,,,44.5,14.16,,,,,13,11.5,4,4,
20,102,Lecythis pisonis,jun/18,83 meses,A,27,,,,,27,8.59,,,,,9,3.5,7,7,
20,103,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,104,Cariniana legalis,jun/18,83 meses,A,35,,,,,35,11.14,,,,,10,2.5,6,6,
20,105,Enterolobium contortisiliquum,jun/18,83 meses,A,62.5,82.5,,,,145,19.89,26.26,,,,12,11,10,8,
20,106,Peltophorum dubium,jun/18,83 meses,A,18,,,,,18,5.73,,,,,8,7.5,4,4,
20,107,Pterocarpus rohrii,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,5,3.5,5.5,6.5,
20,108,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,109,Cariniana estrelensis,jun/18,83 meses,A,17,,,,,17,5.41,,,,,5,2.5,3.5,3,
20,110,Anadenanthera peregrina,jun/18,83 meses,A,16.5,15.5,,,,32,5.25,4.93,,,,6,4,4.5,4.5,
20,111,Joannesia princeps,jun/18,83 meses,A,56.5,,,,,56.5,17.98,,,,,13,10.5,7,7,
20,112,Sparattosperma leucanthum,jun/18,83 meses,A,38,,,,,38,12.1,,,,,11,8.5,5.5,8,
20,113,Senna macranthera,jun/18,83 meses,A,64.5,30.5,48.5,,,143.5,20.53,9.71,15.44,,,11.5,7.5,9,7.5,
20,114,Inga laurina,jun/18,83 meses,A,16,,,,,16,5.09,,,,,4.5,1.5,4.5,4,
20,115,Aegiphila sellowiana,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,5,4.5,1,1.5,
20,116,Spondias venulosa,jun/18,83 meses,A,42,,,,,42,13.37,,,,,8.5,3,6.5,5,
20,117,Inga edulis,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,118,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,,,,R,
20,119,Tapirira guianensis,jun/18,83 meses,B,48,,,,,48,15.28,,,,,11,9.5,10,10,
20,120,Annona neosericea,jun/18,83 meses,A,21,,,,,21,6.68,,,,,9,5,5.5,2.5,
20,121,Byrsonima sericea,jun/18,83 meses,A,28,22.5,,,,5.5,8.91,7.16,,,,9.5,7,5,6.5,
20,122,Caesalpinia echinata,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,9,2,6,6,
20,123,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2,1.5,1.5,3,
20,124,Handroanthus impetiginosus,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,6.5,6,4,5,
20,125,Cecropia hololeuca,jun/18,83 meses,A,37,,,,,37,11.78,,,,,12.5,8,5.5,5,
20,126,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,1.8,1.5,2,1.5,
20,127,Cordia myxa,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,3.5,3,3,2.5,
20,128,Dalbergia nigra,jun/18,83 meses,A,16,,,,,16,5.09,,,,,6.5,4.5,4,3.5,
20,129,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
20,130,Caesalpinia echinata,jun/18,83 meses,A,16,,,,,16,5.09,,,,,6.5,2.5,2.5,6,C
21,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
21,2,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
21,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
21,4,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
21,5,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
21,6,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
21,7,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,,,,
21,8,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
